ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
77/40,Seznam,"Delo (14.10.1977, letnik 19, številka 239)",>>Gospodarska zbornica prodaja Philips P352,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1ZEE9ZAN/16/index.html
77/48,Seznam,"Delo (22.12.1977, letnik 20, številka 295)",">>Oba računalnika, ki jih ima Ljubljanska banka sta zastarela
'Že razmišljajo o nakupu novega zmogljivejšega'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-U1FPLD0N/10/index.html
77/50,Seznam,"Dolenjski list (20.01.1977, letnik 28, številka 3","V zadnjih dneh leta 1976 so v novomeškem Pionirju namestili nov, moderen računalnik IBM model 370/115'",https://www.dlib.si/stream/URN:NBN:SI:DOC-HH0UQ8EV/9fccb002-f7de-40b0-9968-489fc7744cd4/PDF
77/51,Seznam,"Emajlirec (1977, letnik 27, številka 20-21)",>>Mrežno planiranje s pomočjo IBM 360/25,https://www.dlib.si/stream/URN:NBN:SI:DOC-P0O5UXK8/29265400-0894-4fb5-84cd-46ce75736520/PDF
77/52,Seznam,"Glas (15.11.1977), letnik 30, številka 87",">>Medsebojno dogovorjanje in povezovanje v Kranjski občini
'govorili tudi o koriščenju kapacitet elektronskih računalnikov in centrov Iskre, Save in Merkurja, pri čemer pa nikakor te povezave in ta dogovarjanja ne smejo ostati v občinskih in ozkih gorenjskih mejah'",https://www.dlib.si/stream/URN:NBN:SI:DOC-4KIYZZ9X/6560e998-802f-48a8-8dbe-270f513f4c2b/PDF
77/53,Seznam,"Novi tednik (21.04.1977, letnik 31, številka 16)",">>Nujnost skupnega centra v Celju
'Velika neusklajenost, nepovezanost in nesmotrnost računalniških sistemov je privedla do oblikovanja jasnejših usmeritev v državi'
'Zainteresirane organizacije na celjskem področju nameravajo pristopit k skupnemu računskemu centru in strniti strokovne, kadrovske in materialne zmogljivosti. Takšen pristop predstavlja začetek v razrvijanju smotrno povezanih informacijskih sistemov v občini, na območju in v Sloveniji'
'Računalniške sisteme imajo v Aero, Dobrina, Cinkarna, EMO, ITC(Kovinotehna), Komunalni zavod za socialno zavarovanje, Razvojni center in Hmezad.. večina opreme je v najemu'",https://www.dlib.si/stream/URN:NBN:SI:DOC-0PL3UD1W/23434aea-5fb9-4f57-8d06-b74dad13dbcc/PDF
77/54,Seznam,"Novi tednik (16.05.1977, letnik 31, številka 19)",">>Zakaj skupni center v Celju
'Pogovar z direktorjem Razvojnega centra Celje Antonom Zimškom''V prvi krog pristopilo 14 organizacij.. to je še vedno premalo.. prvi rezultati novega centra bi bili lahko že prihodnje leto'",https://www.dlib.si/stream/URN:NBN:SI:DOC-UXOGO3B3/fa9ab5c7-aa07-4e1c-8782-6f77183f2285/PDF
UNI/01,Šolstvo/Znanost,90 let Univerze v Ljubljani>>,,https://www.uni-lj.si/mma/predstavitevnovihpublikacij_monografija209020let20univerze_komplet_web_1/2013091310100630/
FRI/01,Šolstvo/Znanost,Zbornik ob 20 letnici FRI>>,">>FE
'Na Oddelek za šibki tok je po letu 1960 tedanja Iskra Kranj pripeljala v laboratorij star računalnik podjetja Univac(Univac 60/120, ki so ga imeli v Iskri) in za tedanji čas ne tako star češki relejski računalnik Aritma, da bi se naučili prenašanja relejskih rešitev v logične elektronske rešitve.'  NA SLIKI IZGLEDA, DA JE ARITMA RAČUNALNIK IN NE RAČUNSKI STROJ, VERJETNO EN IZMED NJIHOVIH ANALOGNIH RELEJSKIH RAČUNALNIKOV.. IMA POTENCIOMETRE IN SPOMINJA NA M-1, KI SO GA IMELI V TEM ČASU NA IJS",https://issuu.com/ulfri/docs/zbornik_fri20_web_100
IDPR/01,Šolstvo/Znanost,Zbornik 24. mednarodne multikonference INFORMACIJSKA DRUZBA,">>50-letnica poučevanja računalništva v slovenskih srednjih šolah
>>Matematiki in računalniško izobraževanje, do 1980
ZUSE Z23 iz razstavišča ostal l. 1962 v Ljubljani in je bil instaliran na Metalurškem inštitutu LJ'",https://www.dlib.si/stream/URN:NBN:SI:DOC-EZC31J79/09ce2e7a-9036-4256-939e-2b9040d30f88/PDF
IDPR/02,Šolstvo/Znanost,Šolski razgledi številka 17/2010,>>Pionirski koraki-40 let pouka računalništva,https://solski-razgledi.com/revija.asp?ID=201017#1
ZSS/01,Šolstvo/Znanost,"Razstava Šolska TV, video, računalništvo, multimedija",>>1969-1995,http://www.educa.fmf.uni-lj.si/vlado/razstava/naslov.htm
PSR/01,Šolstvo/Znanost,PZE za Pedagogiko,">>Pouk s pomočjo računalnika
'Pedagoško psihološka analiza učinkovitosti in uporabnosti posameznih strategij pouka s pomočjo računalnika'",https://www.dlib.si/stream/URN:NBN:SI:DOC-B1VX13PG/a2a1cdee-4ef7-4ab1-bf44-e78fdc8673c2/PDF
MON/01,Šolstvo/Znanost,"Monitor (2017, letnik 27, številka 5)",">>Zgodovina velikih računalnikov v Sloveniji
'Pri nas je IJS kupil prvi računalnik ZUSE Z23 leta 1962, deset let pozneje pa že slavni CDC Cyber 72. Vmes so prvi računalnik dobili na Fakulteti za matematiko in fiziko, leta 1974 pa na Kemijskem inštitutu, PDP 8. V 80. letih je Univerza v Ljubljani dobila DEC 10 in DEC 20, mariborska pa VAX 8800. Prvi superračunalnik v Sloveniji pa se je imenoval CONVEX C220 in so ga dobili na IJS leta 1989.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-4MN7QE77/aa206423-19b2-4346-9a3d-1a7678ce42d3/PDF
IJS/01,Šolstvo/Znanost,Novice IJS,>>Publikacija Inštituta Jožef Stefan,https://www.ijs.si/ijsw/Arhiv%20Novic
SV/01,Šolstvo/Znanost,Strojniški vestnik,>>Mednarodna publikacija Strojne fakultete,https://www.sv-jme.eu/view-articles/
UINF/01,Šolstvo/Znanost,Uporabna informatika,">>Publikacija društva Informatika... prispevki na znanstveni, strokovni in informativni ravni z najširšega področja informatike v poslovanju podjetij, javni upravi in zasebnem življenju",http://stara.uporabna-informatika.si/
INF/01,Šolstvo/Znanost,Informatica,"Informatica has been published continuously since 1977, four times a year by the Slovenian Society Informatika.",https://www.informatica.si/index.php/informatica https://www.drustvo-informatika.si/ 
INF/02,Šolstvo/Znanost,"
Informatica (2004, letnik 28, številka 4)",>>Computer Education and Social Changes in Slovenia,https://www.dlib.si/stream/URN:NBN:SI:DOC-LWZKOIRH/30eb63b1-b166-4249-becc-247576d2856a/PDF
INF/03,Šolstvo/Znanost,"Informatica (2014, letnik 38, številka 4)",">>A Survey of Computer Usage in Education and Research at the University of Ljubljana
'Besides the usual batch processing, the need for computer usage in process control appeared at
the Faculty for Mechanical Engineering and IJS, and hybrid computers were developed by the Faculty for Electrical Engineering. ULj bought four new small computers in order to meet these demands, one IBM 1130, one IBM System 7 and two CDC 1700 computers.'
'In the years 1971–73 Grad and Virant together designed a plan for the university terminal system oriented towards the central computer system in RCC which was accomplished by the middle of 1975.'
'UCC decided to install and use a DEC system-10 with DELTA knot computers and KOPA 1000 and LA 34 terminals, respectively. The system has been further extended in the following years, and Mr. Franc Mandelc has been appointed as the head of UCC. ULj has started a new step in computer usage in years 1987-88, when DEC-10 has been exchanged by two VAX 8550 computers and a network of over 200 terminals and personal computers. The JUPAK system of Yugoslav Post Offices enabled the UCC computer system to be connected to other computers in Slovenia, Yugoslavia'",https://www.dlib.si/stream/URN:NBN:SI:DOC-DQOUB2J8/a1a85c69-d948-470d-9b17-ed6efd4a64ee/PDF
FE/01,Šolstvo/Znanost,Zgodovina Fakultete za Elektrotehniko>>,"Ukinitev nekaterih oddelkov je omogočila razširitev kateder ter zaposlitev  raziskovalcev, ki niso bili pedagoško obremenjeni. Takšni pogoji so omogočili, da sta se pedagoška in znanstveno-raziskovalna dejavnost leta 1974/75 skoraj izenačili. Raziskovalci so se posvetili raziskovanju mikroelektronike, računalniško usmerjenim telekomunikacijskim sistemom, biomedicini, antenam, regulaciji, meritvam, računalništvu, strojem in energetiki'
'Leta 1977/78 so preoblikovali glavno avlo v računski center'
'Istega leta so organizirali še dopolnilna izobraževanja za večje gospodarske družbe in dodatna izobraževanja iz računalništva. Tako so leta 1978/79 pripravili višješolski študij računalništva za Intertrade IBM, ter dopolnilno izobraževanje iz računalništva za Gorenje.'",https://www.fe.uni-lj.si/mma/zgodovina-fe/2021031510060557/
FE/02,Šolstvo/Znanost,Zgodovina FE Laboratorij za Mikrorelektroniko>>,"Nastal je konec sedemdesetih let v sodelovanju s podjetjem American Micro-Systems, ki je financiralo izdelavo mikro-vezja. Solastništvo je Iskri omogočilo izvedbo mnogih naprednih in uspešnih proizvodov kot npr. telefonsko mini centralo, precizno tehtnico ipd. Laboratorij za mikroelektroniko je vzpostavil tehnologijo integriranih vezij, kar je bilo takrat edinstveno za jugovzhodno Evropo in pomembno sodeloval pri obrambnih sistemih.'
'Laboratorij za mikroelektroniko je v sedemdesetih letih prejšnjega stoletja razvil najmodernejšo tehnologijo tankoplastnih integriranih vezij za potrebe slovenske industrije, ki je zahtevala najvišjo stopnjo profesionalnosti in zanesljivosti. Razvili so hibridna integrirana vezja z najvišjo stopnjo zanesljivosti na primer za laserski daljinomer, ki je bil paradni konj in je postavil Iskro Elektrooptiko v vrh svetovnih dobaviteljev v obdobju poznih sedemdesetih let.'
'Načrtali in izdelali so prvi integrirani telefonski aparat v CMOS tehnologiji. Licenca za izdelavo je bila prodana v ZDA in na Japonsko. Sledile so nadaljnje verzije, ki so osvojile skoraj vse kontinente in so bile v sedemdesetih letih proizvajane v 100 milijonskih količinah. Prav tako je bil načrtan prvi 8-bitni mikroračunalnik, za tisti čas najnaprednejši, ki je vseboval vhodno-izhodne enote, programski pomnilnik, itd.'",http://lmfe.fe.uni-lj.si/o-nas/laboratorij-skozi-cas/
RRC/01,Šolstvo/Znanost,Izpis iz zgodovine Republiškega Računskega Centra,"Zgodovina RRC-ja sega v leto 1968, ko je RRC začel delovati znotraj Instituta »Jožef Stefan«. RRC se je osnoval v okviru instituta kot Republiški računski center. V letu 1968 je bil kupljen prvi srednje velik računalnik CDC 3300 za tri ustanovitelje, pozneje pa se je z instalacijo zmogljivega računalniškega sistema CYBER 70 v letu 1972 sistem razširil in omogočal računalniške zmogljivosti za devet ustanoviteljev. V letu 1977 je bila kupljena nova naprava CYBER 172. Oba sistema sta zagotavljala skupne računalniške zmogljivosti za več kot 20 ustanoviteljev, z 32 daljinskimi priključki, kar je bilo v tistem času izjemen organizacijski in tehnološki uspeh. Sistem je veljal za enega večjih v Evropi in največjega na Balkanu.'",https://www.rrc.si/podjetje/
59/02,Šolstvo/Znanost,"Delo (21.10.1959, letnik 1, številka 171)",">>Enosmerni analogni računalnik IJS na sejmu Sodobna elektronika
'Rešuje enačbe s konstantnimi  in spremenljivimi koeficienti. Namenjen Matematičnemu centru LRS, ki prevzema reševanje matematičnega dela konkretnih tehničnih problemov zlasti s področja projektiranja v elektrotehniki, strojništvu, letalstvu, gradbeništvu, nuklearni tehniki in kemiji. Rezultate zapisuje v obliki krivulj na širokem traku.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-7GUNKLBP/2/index.html
59/03,Šolstvo/Znanost,"Glas Gorenjske (19.10.1959, letnik 12, številka 82)",">>Analogni računalnik IJS
'Nuklearni inštitut Jožefa Stefana iz Ljubljane razstavlja analogni računalnik, ki bo služil matematičnemu centru LRS, ki prevzema reševanje matematičnega dela konkretnih tehničnih problemov za zunanje naročnike iz industrije in ustanov. Osnovne matematične operacije analognega računalnika so seštevanje dveh ali več spremenljivk ali konstant, spreminjanje predznaka, množenje spremenljivk s konstantami, množenje in deljenje dveh spremenljivk itd. Elektronski računalnik sestavlja 44 operacijskih ojačevalnikov od katerih je 28 integratorjev in 16 seštevalnikov oziroma inverterjev. Nadalje 32 potenciometrov za nastavljanje koeficientov in začetnih pogojev. Povprečna natančnost je najmanj en odstotek.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-CIPA8EHM/8be7bc73-1a8a-41ef-bf03-74c2cc0c8dae/PDF
62/02,Šolstvo/Znanost,"Delo (28.05.1962, letnik 4, številka 145)",">>Računski center
	'Stroj Zuse Z-23, ki bo razstavljen v Iskrinem centru želi Računski center izkoristiti za pripravo na bodoče delo z lastnim strojem in popularizacijo dela z računskimi stroji.' 'Center bo organiziral predavanja, krožke, svetovanja in poziva k predložitvi problemov, ki naj se rešijo s strojem.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-DLUM6CQF/4/index.html
62/04,Šolstvo/Znanost,"Delo (09.12.1962, letnik 4, številka 338)",">>Na IJS prvi tečaj za praktično uporabo Zuse Z-23
'Na tečaju se bo usposobilo 75 strokovnjakov iz raznih panog našega gospodarstva. V Iskri se pripravljajo na proizvodnjo računalnikov tega tipa. Izdelavo prvega je pričakovati prihodnjo jesen.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-9QJ1ZRR2/2/index.html
62/06,Šolstvo/Znanost,"Tedenska tribuna (18.12.1962, letnik 10, številka 50)
in Delo (17.10.1962, letnik 4, številka 286)",">>ZUSE Z-23 poskusno obratuje v Ljubljani
'Oktobra se je predstavil na mednarodni razstavi elektronike v Ljubljani. Ni prepričal, da je sposobnejši kot živa svetovalka v turistuičnem uradu. Zdaj je postavljen v zgradbi Metalurškega inštituta v Ljubljani. Zaenkrat na poskusnem obratovanju, morda ostane pri nas.'
'Računalnik je uporaben za inženirje, tehnologe, ekonomiste, gospodarstvenike.. Primeren na primer za linearno programiranje s katerim se lahko ocenjuje uspešnost in ekonomičnost različnih možnosti pri gospodarskih, tehnoloških in podobnih postopkih in se najde zanje optimalne pogoje.'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-RSVAKZC8/8/index.html
https://www.dlib.si/listalnik/URN_NBN_SI_doc-R4FKOUAS/2/index.html "
62/10,Šolstvo/Znanost,"Delo (01.07.1962, letnik 4, številka 179)",">>Ljubljanski računski center
'Najvaženjša manifestacija sodobne uporabne matematike računalniki. Računski center formalno ustanovljen že leta 1960. Bili v dogovorih z IBM in ZUSE za nabavo stroja srednje zmogljivosti, vendar izgledi nejasni. Glede na vsesplošno uporabnost elektronskega računalnika bo glede tega potrebno nekaj narediti.'
'Opremljeni center bi opravljal široko zasnovano servistno službo z uslugami v numeričnem računanju. Veliko teh nalog se pojavlja v zvezi z raznimi znanstvenimi raziskavami pa tudi v industriji. Pri nas zaostajamo v študiju novih področij matematike, kar je predvsem povezano s pomanjkanjem sredstev.'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-2ACWFZOY/6/index.html
63/01,Šolstvo/Znanost,"Delo (04.05.1963, letnik 5, številka 120)",">>Potek dela z elektronskim računalnikom v Računskem centru
'Že nekaj mesecev v obratovanju Zuse Z23. Mehanizacija in avtomatizacija nista omejeni samo na tovarne, temveč lahko razbremenijo dela tudi znanstvenike. Sodobne znanosti in tehnike si ne morem zamišljati brez računalnikov. Zaradi novega načina dela je potrebno marsikaj spremeniti.'
'Okrog novega računalnika najdemo same mlade ljudi. Vsak Petek se sestanejo in sestavijo urnik za prihodnji teden. Interesentov iz različnih inštitutov, zavodov in študentov iz univerze je dovolj. 9 matematikov, ki so že opravili izpit za operaterja Z-23 je dovolj da 24 ur dnevno zaposlijo stroj. Samostojne programerje imamo predvsem med matematiki, pa tudi med fiziki, strojniki, elektrotehniki, ekonomisti in gradbeniki. Matematik Janez Grad, ki je stalno pri stroju, uporabnikom pojasnjuje kako ga lahko uporabijo za reševanje svojih problemov. Dela ne bo zmanjkalo in kmalu en računalnik za znanstveno in tehnično delo ne bo več zadostoval.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-V4JXSGGE/4/index.html
64/02,Šolstvo/Znanost,"Delo (14.02.1964, letnik 5, številka 43)",">>Računski center v Ljubljani
'Da imamo Računski center, da ima ta že nameščen sodoben elektronski računalnik in da si z njim lahko marsikje pomagamo, niso splošno znana dejstva. Računalnik ni v celoti izkoriščen, zato je center pred kratkim pripravil informativni sestanek o računalniku in tečaj programiranja, ki se ga je udeležilo približno 180 ljudi.. predstavniki inštitutov, znanstvenih zavodov, ustanov in gospodarskih organizacij iz vse države. Sestanku sta sledila dva tečaja, ki se jih je udeležilo 80 tečajnikov. Dobili 26 novih problemov, ki jih bodo rešili v bližnji prihodnosti.'
'Center je bil ustanovljen 1961, vidnejše uspehe pa je pokazal šele v zadnjem času. Naloge centra so pedagoške, znanstveno-raziskovalne in storitvene. Pri pedagoških gre predvsem za izobraževanje članov centra, ki morajo dobro poznati računalnik, numerične metode in uporabno matematiko na sploh. Izobražujejo tudi tehniške matematike in slušatelje drugih strok, ter strokovnjake iz raziskovalnih in gospodarskih organizacij. Javnost pa seznanjajo z moderno računsko tehniko in s principi dela z računalniki. Do sedaj organizirali 8 tečajev za programiranje, ki so bili namenjeni članom IMFM in članom oddelka  za geodezijo, slušateljem podiplomskega študija ekonomske fakultetre in tehniške fakultete, študentom tehniške matematike in širšemu krogu interesentov iz vse države. Vzgojili 13 samostojnih programerjev in operaterjev za delo z računalnikom. Priredili predavanja iz numerične analize in iz osnovnega programa računalnika, z metodami dela in računalnikom pa so seznanili tudi srednješolce.
'Med znanstveno-raziskovalne dejavnosti sodijo študij in izboljšava numeričnih metod, izdelava podprogramov in študij aritmetičnih in logičnih postopkov za elektronske računalnike. V okviru storitvenih dejavnosti nudijo računske in programerske usluge za raziskovalne in gospodarske organizacije. Delajo na dveh raziskovalnih nalogah, ki jih financirata univerza in sklad Borisa Kidriča.'
'V okviru storitvenih dejavnosti nudijo programske in računske usluge za raziskovalne in gospodarske organizacije.'
'IMFM ni imel sredstev za pokritje svoje polovice kupnine, zato je tudi njihov del pokril IJS in je zaenkrat edini lastnik računalnika. Zaradi finančnih težav trenutno Center računalnika tudi ne more normalno uporabljati, saj ustvarja dolgove, ki ne vejo, če jih bodo lahko poravnali.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-GSDJBXLM/4/index.html
65/04,Šolstvo/Znanost,"Delo (17.02.1965, letnik 6, številka 45)",">>Ob otvoritvi Javnega računskega centra Zagreb
'Napredka moderne tehnike nebi bilo brez elektronskih računalnikov, ki so omogočili kompleksne izračune v relativno kratkem času. V naši državi je uporaba računalnikov šele v razvoju. Razen v nekaj inštitutih in statističnih centrih računalnikov ni v uporabi, kar jih je so pa večinoma tuji, izposojeni. Zanje pri nas ni pravega zanimanja, čeprav bi bili potrebni. Krivo je predvsem pomanjkanje informacij in možnostih, ki jih ponujajo, zamudno in drago uvajanje, pa nedosegljivost in pogoji nakupa, nekaj pa tudi zastarela miselnost, ki jih še vedno smatra za nepotrebno novotarijo. Vsa ladjedelniška industrija nima niti enega elektronskega računalnika, za konstrukcijo enega večjega plovila pa porabijo ogromno časa in denarja. Optimizacija proizvodnih procesov je drug primer, na primer v proizvodnji električne energije, kjer bi z istočasno obdelavo podatkov lahko dosegli optimalne pogoje in velike prihranke, hkrati pa tudi avtomatizacijo proizvodnje.'
'Vrzel zapolnjuje Iskra z licenčno izdelavo računalnikov Z-23, prevzema pa tudi servis naprav in izobraževanje programerjev. Skupaj z Zavodom za napredek dela v Zagrebu so organizirali odprti računski center, ki bo na voljo vsem interesentom. V ta namen so izučili 7 programerjev, ki bodo iskali načine za reševanje problemov na računalniku. Podjetja bodo imela možnost priučitve lastnih strokovnjakov, organizirani pa bodo tudi seminarji.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-F0WOAILL/2/index.html
