ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
80/34,Šolstvo/Znanost,"Delo (09.10.1980, letnik 22, številka 237)",">>Sodobna elektronika 80
'Gorenje predstavlja računalniško krmijlenega robota GORO 1, stroj razvit v sodelovanju z ljubljansko univerzo in inštitutoma IJS in Mihajlo Pupin. Lahko nadomesti delavca pri zdravju škodljivem brizganju barv in lakov'
>>Projekt za nov sistem informiranja v znanstvenem raziskovanju
'Razpravljali tudi o finančnih težavah, v katere je zašel RRC vsled podražitev stroškov delovanja in zaradi stabilizacijskih ukrepov, redukcije naročil pri poslovnih partnerjev.. Centru odoborili dodatna sredstva.'
>>Mikroelektronika skoraj v vsakem proizvodu
'V tesnem sodelovanju z univerzo in znanstveno raziskovalnimi ustanovami pomembne uspege dosegla Iskra, ki razstavlja varovalne in metal-film upore, elektrolitske in keramične čip kondenzatorje, novo generacijo hibridnih mikroelektronskih vezij in drugo.. Tudi EI in RIZ dopolnjujeta proizvodnjo integriranih in mikroelektronskih vezij.. Začelo dozorevati spoznanj o nujni smotrni delitvi dela'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZQOBV49G/2/index.html
80/35,Šolstvo/Znanost,"Delo (11.10.1980, letnik 22, številka 239)",">>Novosti Sodobna elektronika
'Iskra računalnik z izhdodom v barvni grafiki, ki omogoča prikaz podatkov na zaslonu v 16 barvah in elektronski pisalnik.. Elektrotehna Dela pa polprevodniški spominski modul, večkratni asinhroni serijski vmesnik, vmesnik za vrstični tiskalnik in programator bralnih pomnilnikov ROM'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-IJGLF1NK/10/index.html
80/39,Šolstvo/Znanost,"Delo (09.12.1980, letnik 22, številka 286)
in Delo (11.12.1980, letnik 22, številka 288)",">>Sporazum med Delto in Prvo gimnazijo v Ljubljani
'S sporazumom bosta organizaciji opredelili pravice in dolžnosti pri usmerjenem izobraževanju v računalništvu'
'Pred časom Delta podpisala podoben sporazum z Elektrotehniško šolo v Ljubljani.. V Primeru prve gimnazije je med zainteresirane šteti še Iskro, Metalko in Tekstil-Commerce''Iz sporazuma je razvidno da kani Delta v izobraževanje vložiti precejšnja sredstva, med drugim bodo na šoli postavili terminal, dvakrat tedensko bo učencem dala na razpolago lasten računalnik, z vajami pa bodo nadaljevali v terminalski učilnici Delte.'
>>Na VŠTK potrebujejo najmodernejšo računalniško opremo","http://www.dlib.si/listalnik/URN_NBN_SI_doc-AMSAYY6G/8/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-25U8CF1B/4/index.html "
80/40,Šolstvo/Znanost,"Delo (19.12.1980, letnik 22, številka 295)",">>Metalka ne namerava izdelovati ali sestavljati računalnikov
'V Metalki bodo usmerili napore v razvoj uporabnih programskih rešitev za zajemalno opremo ameriškega podjetja MDS, ki je vgrajena ze v okrog 300 računalniških sistemih po državi. Metalka zastopa in skrbi za vzdrževanje te opreme in šolanje kadrov. Opazili so, da uporabniki pogrešajo različne programske rešitve za zajemanje in kontrolo podatkov.'
'Konec meseca bo začel v Metalki delovati večji sistem, na katerega bo mogoče priključiti 120 terminalov-Cyber 170'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-KGWLFAAZ/6/index.html
80/42,Šolstvo/Znanost,"Delo (26.12.1980, letnik 22, številka 301",">>Naposled le soglasje o enotnem razvoju računalniške proizvodnje
'Iskra, Elektrotehna in Gorenje so naposled našli skupni jezik. Delovna skupina sestavljena iz teh organizacij, ki se je v zadnjih mesecih ukvarjala s temi vprašanji, je dosegla dogovor po katerem bi bil nosilec dejavnosti nova delovna organizacija, ki naj bi jo skupaj ustanovili trije partnerji. Veliko vprašanje je še odprtih.'
'Enoten koncept ne gre razumeti kot združitev sistemov, ki jih trije proizvajalci zdaj razvijajo, ampak kot usklajevanje razvoja in vlaganje v bazne računalniške sisteme in periferne enote. Računajo, da bi koncept v celoti zaživel do konca srednjeročnega obdobja 81-85. Potrebno bo vlagati v ustrezno izobraževanje in znanstveno raziskovalno dejavnost. Razlogov za optimizem je malo. Edina izjema pri nas je v tem pogledu Iskra. Združenje mora cimprej pripraviti tudi program vlaganja v nerazvite republike, kjer bi se lahko selila tehnološko manj intenzivna dejavnost'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-X3SI3UVI/2/index.html
80/45,Šolstvo/Znanost,"Dolenjski list (25.12.1980, letnik 31, številka 52)",">>35 let Elektrotehne
'Pristop k izdelavi jugoslovanskega računalniškega sistema je bila proizvodnja računalniških sistemov brez nakupa licence s takojšnjo najširšo možno uporabo jugoslovanske tehnologije in znanja. Do sedaj je izdelanih preko 100 računalnikov, ki so intstalirani širom po Jugoslaviji, zgrajeni pa iz komponent juoslovanske proizvodnje, ki jih je možno nabavljati doma. S tujimi partnerji pri proizvodnji računalniških sistemov nimamo licenčnih pogodb, temveč pogodbe o poslovno-tehničnem sodelovanju, kar nam zagotavlja stalen korak z najnovejšo svetovno tehnologijo. Programska oprema, ki jo nudimo z računalniškimi sistemi DELTA, je podobno kot strojna oprema razvita doma, na osnovi obstoječe najmodernejše tuje tehnologije. Vrednotno razmerje tujih in domačih komponent računalniških sistemov je 36% napram 64% v korist domačih komponent, upoštevajoč nabavno vrednost enakovrednega sistema iz uvoza po svetovnih cenah. Vzporedno s proizvodnjo računalniških sistemov smo v našem šolskem centru organizirali tudi šolanje uporabnikov. Šolanje izvajamo z lastnimi strokovnjaki na najmodernejši način z interaktivno uporabo računalnika v šolskem centru, kjer je bilo izšolanih že preko 1000 strokovnjakov uporabnikov'",https://www.dlib.si/stream/URN:NBN:SI:DOC-FYORITIJ/42d6131b-99d6-4bc8-8eea-c336eaa9a2cf/PDF
81/02,Šolstvo/Znanost,"Informatica (1981, letnik 5, številka 1)",">>Pisalnik Iskradata 80-50
'Temelji na mikroprocesorju Zilog Z-80. Ima zaslon s tipkovnico, zunanji pomnilnik v obliki dvojnega disketarja kapacitete 256KB in tiskalnik'",http://www.dlib.si/stream/URN:NBN:SI:DOC-P2WNEAAZ/9b22d113-aad1-4645-bc74-256acb7185f2/PDF
81/03,Šolstvo/Znanost,"Informatica (1981, letnik 5, številka 2)",">>Družina Iskradata 80-50/90
'Distribuirana obdelava, ki omogoča popolnoma samostojno delo delovnega mesta in dostop do baze podatkov v matičnem računalniku ali drugem računalniku, ki je vključen v omrežje'
'Za večjo količino podatkov se priključijo na matični računalnik do 4 diskovne enote velikosti 40, 80, 160, 200, 300 MB)
>>Novi sistem Iskradata 19
'Licenčni računalnik na osnovi CDC Cyber 18-20, razširjen v skladu s potrebami tržišča in operacijaki sistem ITOS 2.1.. Povečanje števila terminalov na 32, povečanje števila delovnih postaj na 15, povečan sistemski pomnilnik iz 64KB na 92KB, povečan uporabniški pomnilnik iz 256KB na 512KB'
>>Mali razvojni sistem na podlagi 16 bitnega procesorja Motorola 68000
'Sistem je namenjen preizkusu modulov in programske opreme, ki bodo vključeni v novo serijo Iskradata 90'",http://www.dlib.si/stream/URN:NBN:SI:DOC-OMZBGC5W/2b7ae582-9d20-4f87-b97e-ff23bfeede80/PDF
81/05,Šolstvo/Znanost,"Primorski dnevnik (10.10.1981, letnik 37, številka 11062)",">>Mikroelektronika Iskra
'Mikroelektronika se z vsemi svojimi inačicami (monolitne, tankoplastna in debeloplastna hibridna tehnologija) vedno pogosteje pojavlja v vseh Iskrinih profesionalnih proizvodih, predvsem s področja telekomunikacij, avtomatizacije in merilno regulacijske tehnike. Tako mikroelektronika že dosega infrastrukturni značaj, ki so ga v Iskri predvideli in načrtovali. Iskrini strokovnjaki letno razvijejo nekaj desetin specialnih mikroelektronskih vezij v različnih tehnologijah, ki so namenjeni za vgradnjo v elektronske izdelke Iskre, nekaterih drugih jugoslovanskih proizvajalcev, pa tudi za izvoz. Število proizvedenih in uspešno trženih elektronskih central, ki vsebujejo enak računalniški hardware kot družina Iskradata je blizu 500.'",http://www.dlib.si/stream/URN:NBN:SI:DOC-YP5RR974/b3887e0d-fcb2-4150-b975-a9480e7ca191/PDF
81/06,Šolstvo/Znanost,"Glas (03.06.1981, letnik 34, številka 50)",">>Iskra 35 let
'Postavili trden temelj in solidno izhodišče za prehod v novo srednjeročno obdobje 1981-1985, obenem smo dokazali, da so bile naše programske in strateške usmeritve pravilne. Tudi v bodoče smo trdno odločeni korenito prestrojiti proizvodni program v skladu z močno okrepljeno usmeritvijo Iskre na mednarodni trg, kar terja tehnološko visoko intenzivno proizvodnjo. Gradnike smo postavili že v srednjeročnem obdobju 1976-1980, ko smo vpeljali v proizvodnjo sodobne mikroelektroniko in računalniško tehnologijo. Naša temeljna usmeritev je v sistemih in delih sistemov integriranih komunikacij, telematike, kibernetike, robotike ter vodenja in krmiljenja procesov v industriji, energetiki, prometu in varstvu okolja''Danes ima Iskrina mreža v Jugoslaviji 89 podružnic, prodajaln in servisnih centrov'",http://www.dlib.si/stream/URN:NBN:SI:DOC-65CPWL4P/701e7cfc-1e16-4fc3-b0cc-9236cecb98c9/PDF
81/08,Šolstvo/Znanost,Delegatska tribuna (11.11.1981),">>Elektrotehna-Delta bo v coni MP 3 (na bivši lokaciji Plutala) zgradila v okviru nove organizacije (Gorenje, Iskra, Elektrotehna) tovarno računalnikov.",https://www.dlib.si/stream/URN:NBN:SI:DOC-Q8PQ5DP2/0a72822d-3b35-4c14-b990-b36f052a7b99/PDF
81/09,Šolstvo/Znanost,"Naš čas (24.07.1981, letnik 17, številka 29)",">>Kmalu nova delovna organizacija za računalništvo v Sloveniji
'Člani iniciativnega odbora, ki so ga maja letos oblikovali Iskra, Gorenje in Elektrotehna so poročali o dosedanjih rezultatih pri pripravah za ustanovitev skupne delovne organizacije, ki se bo ukvarjala z razvojem, s proizvodnjo in trženjem lastnih računalniških sistemov''Združeno organizacijo bodo ustranovili v nakrašjšem možnem času'",https://www.dlib.si/stream/URN:NBN:SI:DOC-OS73SU7K/fc54cb68-e956-4d1c-b2be-ac9bc8341344/PDF
81/11,Šolstvo/Znanost,"Naš časopis(1981, letnik 9, številka 74)","Na sejmu Sodobna elektronika 80 je bil že predstavljen prototip diskovne enote, ki jo bo skupaj z Delto proizvajal Liko'' V Liko imajo že nameščen lastni račuanlnik Delta 340/5'",https://www.dlib.si/stream/URN:NBN:SI:DOC-JS8Z8JKT/f4545f61-dcfe-4e66-9747-1eb15b6aca69/PDF
81/12,Šolstvo/Znanost,"Preseki (1981, letnik 12, številka 3)","Od razstavljene računalniške opreme je na našem trgu danes mogoče naročiti le podobno opremo, kot jo je razstavljal DEC in to je PDP11/34. Pri nas pa jo prodajajo pod imenom DELTA 340/40. Po zatrjevanju delavcev INTERTRADE-a pa bo v bodoče pri nas mogoče nabaviti tudi IBM serija 1'",https://www.dlib.si/stream/URN:NBN:SI:DOC-UQ98HAY6/56f5c857-e6e6-481d-87f8-1f073cbc5f44/PDF
81/13,Šolstvo/Znanost,Zbor občanov Bežigrad: Zdaj vendarle z roko v roki,"..potekalo dogovarjanje o sodelovanju med jugoslovanskimi proizvajalci računalniških sistemov že štiri leta. Omejitev uvoza reprodukcijskega materiala in rezervnih delov za računalnike, ki je letos močno prizadela tudi proizvodnjo naše delovne organizacije, je dogovarjanje pospešila.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-7Z696UG9/e3318b9c-d29b-4918-afa5-d48053ea4bfc/PDF
81/14,Šolstvo/Znanost,Zbor občanov Bežigrad: Novosti iz Deltine računalniške zakladnice,"Deltino poslovno-tehnično sodelovanje z vodilnimi svetovnimi proizvajalci računalnikov se loči od licenčne in kooperacijske povezanosti ostalih domačih proizvajalcev računalniške opreme s tujino. Pri Delti so se za izdelavo 70 odstotkov podsklopov in sestavnih delov računalnikov raje samoupravno povezali s številnimi domačimi organizacijami združenega dela: Ijubljanskim Unisom - Tovarno opreme Savlje, s Slovenijalesom v Logatcu, Radomljah in Tovarni meril v Slovenj gradcu, ter z Likom z Vrhnike, sodelujejo pa tudi z Iskro, RlZ-om, Elektronsko industrijo Niš, sarajevskim Energoinvestom in drugimi. Prav sodelovanje z Inštitutom za računalniške in informacijske sisteme - Iris - pri sarajevskem Energoinvestu je obrodilo bogate rezultate. Na letošnjem zagrebškem sejmu Interbiro Informatika so v prvi polovici oktobra prikazali novosti: miniračunalnik Energo Delta. Poleg tega so na sejmu prikazali tudi rezultate čisto samostojnega računalniškega razvoja. Računalniki tipo: Delta 700, Delta 644, Delta 340, Delta 4780, ki temelji na velikem operacijskem sistemu, mikro računalniški sistem Delta 232 M, najnovejsi terminal Kopa 2000, OEC system 20 - za projektiranje računalniških vezij, domači
računalniški spomin z zmogljivostjo 128 KB, kontrolna enota za dva tiskalnika, kontrolne enote za terminale, procesor Delta 400 in statistični multipleksor.. to je le nekaj iztned razstavljenih izdelkov, s katerimi je Delta letos spet prijetno presenetila'",https://www.dlib.si/stream/URN:NBN:SI:DOC-37A944TP/4d1f8b89-029b-4ab5-9108-a385f91f7eff/PDF
81/16,Šolstvo/Znanost,"Delo (16.01.1981, letnik 23, številka 11)",">>Tovarna meril Slovenj Gradec se je lotila tudi elektronike
'Za računalniški sistem Delta so začeli izdelovati zunanje terminale Kopa, v katere vdelujejo že 55% domačega materiala. Samo lani so izdelali 700 video terminalov.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-M32SLHIL/42/index.html
81/18,Šolstvo/Znanost,"Sobotna priloga (14.02.1981, letnik 23, številka 36)",">>Iskra razvoj telefonskih central
''V Iskri so manjšo elektronsko centralo razvili ze 1963, ki pa še ni bila primerna za redno proizvodnjo, zato so se kasneje odločili za nakup licence Metacont. Ker s tem niso rešili mnogih proizvodnih in poslovnih problemov so se morali spet usmerit v nadaljne domače raziskave, kjer so se povezali z FE in skupaj razvili elektronsko centralo vodeno s procesorjem, ki so ga razvili na FE. Central ima zmogljivost 300 priključkov in so jo redno pričeli izdelovat pred tremi leti(1978). Nato so razvili novo še naprednejšo centralo, pri kateri so uporabili svoje inovativne rešitve. Te izdelujejo že dobri dve leti, vsak mesec 50-100, skoraj polovico jih prodajo v tujino.'
'Zdaj so se lotili projekta, ki so ga poimenovali Iskra 2000. Vpeljali bodo digitalni elektronski sistem, s čimer se bo obseg centrale zmanjšal za skoraj dve tretjini, večja pa bo tudi prepustnost za posebne informacije. Sistem razvijajo modularno.. Vsak modul obdela 100 priključkov. Povezali so se z IJS in FE, uporabljajo pa tudi zunanje sodelavce. Za centralo pripravljajo integrirana vezja z visoko stopnjo integracije iz lastne tovarne.'
>>Drug primer hibridna debeloplastna vezja
>>Proizvajalci računalniške opreme so se vendarle začeli resneje pogovarjati
'Zdaj se je jasno pokazalo, da nihče ne dela računalnikov, ampak vsi uvažajo večji del računalniških delov, ki jih potem še opremijo. Prihodnost je v skupnih naporih.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-28GVIN2O/2/index.html
81/22,Šolstvo/Znanost,"Delo (11.03.1981, letnik 23, številka 57)
in Delo (31.03.1981, letnik 23, številka 74)",">>Zbornica o pogojih pri prodaji in nakupu investicijske opreme
'Iskra, Gorenje in Elektrotehna so se sicer načelno sporazumeli, vendar je med njimi še vedno precej razhajanj. Nesoglasja je potrebno čimprej odpraviti.'
'Odbor je soglašal, da naj bi v prihodnje v tujini računalnike kupovali in ne najemali, zastarelel najete sistem naj bi zamenjali z nakupom novih-v naslednjih treh letih'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3EFGPVWS/2/index.html     http://www.dlib.si/listalnik/URN_NBN_SI_doc-5Z4PU2YR/26/index.html 
81/25,Šolstvo/Znanost,"Delo (17.04.1981, letnik 23, številka 89)",>>Še en splošen prispevek o enotni računalniški proizvodnji,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CL2TNPLY/4/index.html
81/26,Šolstvo/Znanost,"Delo (24.04.1981, letnik 23, številka 95)",>>Delta se je začela ubadati s slovenjenjem računalniške terminologije,http://www.dlib.si/listalnik/URN_NBN_SI_doc-WG2VFT38/4/index.html
81/28,Šolstvo/Znanost,"Delo (09.05.1981, letnik 23, številka 105)",">>Iskra zgradila nov center za avtomatiko v Ljubljani
'Z dograditvijo tovarne v Stegnah so združili 8 razkropljenih lokacij Iskrine Avtomatike po Ljubljani. Urediti nameravajo proizvodnjo in računalniško testiranje naprav'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-L7P6Z30H/2/index.html
81/30,Šolstvo/Znanost,"Delo (17.07.1981, letnik 23, številka 163)
in Delo (24.09.1981, letnik 23, številka 221)",">>Prva pošiljka 25 iskrinih računalnikov ID 80 za ZRN
>>Ustanovite Iskra Delta kmalu","http://www.dlib.si/listalnik/URN_NBN_SI_doc-PDAPPFG4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-OCIOO2C7/20/index.html "
81/31,Šolstvo/Znanost,"Delo (09.10.1981, letnik 23, številka 234)",">>Enotna organizacija za računalništvo
'Proizvodnja enotnega računalniškega sistema pomembna prioritetna naloga v družbenem planu 1981-85. Izvršni svet podprl predlog za izdajo zakona o ustanovitvi delovne organizacije za razvoj, proizvodnjo in trženje računalniških sistemov. Dejavnost podjetja bo poleg strateškega razvoja sistemov in usklajevanja razvoja računalniških elementov, tudi razvoj programske opreme, servisiranje in vzdrževanje, šolanje in raziskovalno delo.'
'Poseben družbeni pomen bi zagotavljali s soodločanjem delegatov ustanoviteljev-Iskra, Gorenje, Elektrotehna, UniLj, UniMb in IJS, družbeno političnih organizacij ter uporabnikov.'
'Zmanjšala naj bi se tudi dosedanja izrazita uvozna usmerjenost in licenčna odvisnost'
>>Mikroračunalnik bo uravanval ljubljanske semaforje MSKE iz Iskre Avtomatika",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2KHKK1BK/2/index.html
